57.3282	46.5655	28.9265	22.7369	29.3484	32.0374	25.6583	16.8439	-3.22927	5.82306	4.62163	-4.19304	-4.54301	-1.91338	-3.81587	-4.89082	-7.21897	-2.8988	-9.26331	-16.2769	-17.2823	-14.0038	-9.74759	-1.06827	5.58472	-9.9653	-5.32007	5.18023	4.1715	-0.835596	-4.37798	-0.872944	-3.61168	-10.8331	-14.9939	-11.7881	-25.7837	-30.2176	-14.6498	-8.05391	-11.1755	-2.62652	2.80439	4.62991	-19.0901	-6.16959	-11.8592	-19.9163	-16.5596	12.6817	12.8088	-11.4277	20.3033	31.3423	29.382	2.66717	-14.7159	-4.0927	-28.8772	-88.8629	-95.658	-97.3175	-24.7052	26.1638	-3.4095	-39.429	23.9749	6.07825	-33.9207	-33.0578	-70.0095	-26.9809	-27.2949	-84.9177	-38.6244	-11.4159	-111.693	-284.422	-345.669	-184.515	-63.1902	-155.224	-90.8179	97.781	60.5763	-12.9514	-23.3923	-77.9226	27.5161	-25.1449	-19.1873	-17.0752	-10.3495	-9.84317	-20.0069	-74.5061	-111.181	-48.8787	31.9862	24.2317	5.2131	-15.7481	-7.70106	-49.5575	-42.7271	-11.7835	-21.8372	-48.524	-16.8218	24.8298	34.0827	15.8893	0.0376187	1.90519	-13.971	-35.0177	-44.923	-93.1489	-110.69	-67.5218	16.9961	63.7039	58.4169	39.7746	19.8782	-1.09815	-5.54938	5.00679	12.2785	48.2203	70.8427	21.477	-14.5709	-0.834505	0.697856	-16.595	-27.3768	-21.2724	-14.939	-3.27042	10.2709	8.8381	0.422181	-5.17508	-5.19093	-4.30685	-0.561068	-0.146434	-6.03387	-2.05825	6.24367	-16.5706	-56.0996	-43.1538	-14.2271	-11.6914	-18.9591	-17.4004	-1.98201	9.24874	8.46261	-17.6881	-26.0236	-1.93704	11.3692	8.29196	10.2797	7.92039	
62.097	48.3037	33.9768	34.8651	37.1564	40.9327	28.337	7.73985	-1.43209	3.12955	-3.57733	-10.0073	-4.11256	-4.92885	-1.74923	-12.3421	-19.5355	-10.6139	-6.45906	-15.5393	-14.8171	-10.7625	-10.8016	1.51434	-1.50449	-15.1538	-0.697285	14.2036	17.5166	6.63613	-1.69993	-0.637028	-3.74876	-10.8373	-21.4286	-22.9107	-29.4639	-29.2575	-10.9427	-8.51314	-3.38009	5.26525	13.7709	3.45031	-12.3167	-5.93294	-18.039	-25.8597	-7.78293	24.9417	-3.55044	-14.1124	28.5797	43.9709	11.9809	-8.02464	-20.679	1.99964	-64.4694	-125.608	-163.037	-71.1628	-13.8935	5.33793	-36.6723	-44.6699	30.6944	-7.05294	-36.4085	-52.1318	102.258	-35.4438	-61.8181	-85.2037	64.3707	-24.5686	-202.575	-320.671	-287.986	-119.516	69.3823	-126.547	26.4641	-23.91	-138.002	-19.0658	-7.33781	-33.5877	32.7106	16.1483	30.617	-8.42882	-10.8191	-17.8264	-39.655	-156.478	-126.242	-46.994	4.87249	11.9577	-9.14562	-11.8136	-16.8872	-50.2905	-15.2437	-25.9667	-34.9043	-13.7752	-5.31513	28.6843	23.2301	4.84879	8.86624	1.27527	-23.3772	-22.9938	-67.9334	-124.185	-104.737	-64.7272	13.6982	71.3398	45.3584	36.8596	24.6405	-3.94623	-7.6623	-8.44998	0.116319	41.2217	59.1394	11.5503	-12.5296	0.142198	-3.80878	-16.8909	-32.0612	-22.5082	-8.31224	2.22952	10.3123	16.7398	6.6127	-3.27988	-5.8998	-4.37783	-0.262779	-0.636016	1.8788	-9.82044	-4.64977	-21.963	-52.4222	-36.2115	-14.2497	-12.0343	-13.5139	-22.6746	-2.38927	11.5612	3.09176	-14.8821	-20.3632	4.28777	18.5596	0.97623	-4.59093	-0.825795	
63.5902	48.5964	43.2944	38.4964	44.5614	49.0059	37.0733	0.921157	-3.33056	0.837373	-7.70613	-14.3727	-9.73383	-3.90517	0.689	-11.3126	-19.6057	-12.5261	-6.50072	-13.994	-14.8617	-15.2172	-11.3446	-1.70389	-6.20514	-8.73785	2.46244	15.2455	17.7351	1.55245	-0.288654	0.595679	-8.9508	-18.8579	-25.4211	-42.4145	-47.9095	-29.547	-11.4002	-8.65355	-1.64305	9.75732	11.2793	-4.4201	3.54346	-5.00046	-14.3414	-31.0799	1.63934	23.7859	-8.2529	3.70439	25.2044	14.1532	1.93419	-9.64811	-7.53485	-15.3547	-83.2669	-162.93	-155.162	-18.3049	-22.083	-11.1012	-63.3411	-3.57342	21.7335	-30.8963	-27.5997	-41.2215	-33.4475	-55.969	-100.896	-53.0628	19.9065	-74.6513	-226.899	-227.89	-251.188	98.1995	341.559	-40.9867	58.4468	-122.338	-20.688	0.87118	-32.0985	-94.6516	44.9388	38.6901	23.8392	-20.6721	-24.6984	-28.6298	-58.484	-171.088	-154.753	-31.6982	-18.249	9.61549	-16.5063	-6.55247	-19.579	-27.9103	-7.05746	-17.2782	-63.8742	-46.4894	3.26119	33.2144	-0.731883	2.47549	13.2444	-7.71961	-26.1948	-12.7874	-78.0875	-153.885	-143.627	-72.4103	-1.88129	51.9829	32.7044	31.8806	28.1491	-1.44244	-10.6076	-15.0713	-6.63269	40.5049	48.0198	-0.107406	-3.12961	7.34133	-5.34536	-21.8193	-27.4644	-17.481	-3.12949	10.1129	12.0433	11.7587	9.1077	1.36561	-9.84509	-12.4245	-9.07502	-8.20358	-6.57692	-17.9398	-22.0352	-44.1823	-54.7682	-36.4126	-16.7177	-6.80851	-6.68381	-18.4917	-1.63018	0.143081	-4.47358	-15.1231	-17.9481	10.4497	22.3781	-3.79433	-10.1077	-3.29584	
54.7884	56.238	56.266	48.4928	44.1996	53.5128	37.7589	3.03671	-1.35385	2.52534	-5.36922	-19.8642	-11.7336	-3.23798	1.95751	-8.66375	-13.1145	-5.29751	-4.58463	-9.29295	-9.35843	-18.1085	-10.6733	-4.27225	-11.0932	-4.48272	8.66736	12.1366	2.81674	-5.87392	-1.70237	-2.522	-11.7384	-22.8853	-31.9792	-53.0114	-44.4244	-17.4207	-8.12958	-7.85416	-0.224056	11.8588	-3.9409	-14.5215	17.2549	1.59242	-10.0208	-14.4684	23.23	10.4647	-9.16037	6.18641	14.5547	8.57279	-0.237026	-7.08377	3.09636	-36.615	-112.81	-173.55	-80.9206	-41.6002	-32.529	-54.1497	-68.8949	86.4964	24.5239	-48.8756	-22.8629	-5.09607	-31.7212	-104.728	-111.682	-12.9519	3.25761	-167.038	-263.155	-112.789	-185.356	323.313	369.556	66.5967	39.4931	-81.799	-105.706	-8.71666	-43.2089	-40.1996	28.8678	-16.9981	28.9496	-33.3416	-29.3965	-35.2762	-72.5445	-176.976	-117.227	12.4055	-14.4354	-1.92405	-8.91164	9.79373	-16.9954	19.8669	37.5944	-28.117	-53.25	-42.8956	14.2453	32.7178	-14.1769	-2.34935	10.9965	-6.98226	-13.7595	-34.4088	-102.33	-172.012	-168.151	-59.9172	-15.6024	31.0483	25.6768	34.2994	21.6861	-1.58024	-12.8489	-14.7428	-2.86943	41.6594	45.2237	-7.92456	-6.40182	-4.16215	-12.5447	-23.1779	-19.0053	-7.05566	-3.6349	6.42056	9.51026	3.19446	0.597551	0.149492	-8.04636	-8.55903	-15.1708	-16.1125	-17.2134	-27.1084	-27.6248	-67.4644	-64.2576	-30.7117	-15.639	-11.4259	-4.51022	-13.6175	-11.7605	-9.08937	-15.4259	-10.7831	-9.93393	11.8323	16.3844	-7.34324	-6.21017	-11.955	
70.4962	60.3028	62.4209	59.466	46.7697	56.9227	44.1901	7.16638	3.98112	-3.53462	-3.39746	-16.8885	-18.0399	-2.28595	0.258515	-5.11249	-10.2451	-5.99918	-3.03065	-6.36679	-8.41686	-13.9432	-4.17571	-4.42884	-18.3256	-9.51017	8.99492	15.1521	2.509	-7.19685	-0.242477	5.31095	-6.87146	-15.9749	-34.8863	-54.1515	-32.2303	-12.4538	-6.06551	-5.11655	-3.55408	8.42221	-17.1753	-4.88575	15.5746	16.8556	-20.1806	-0.859688	32.504	28.2866	6.40953	7.64178	23.9547	14.1447	-2.5423	0.586463	3.11428	-46.5044	-119.938	-143.265	41.2075	-53.9973	-53.1716	-79.807	-54.5482	76.9429	-5.81246	-46.5786	-25.0442	-1.97447	-53.2128	-109.684	-75.484	40.1938	-9.02426	-181.402	-132.203	-172.309	-141.879	380.024	-67.2743	72.4436	31.9182	-90.4588	-79.9185	-25.9902	-10.9655	25.1301	6.32857	41.5618	8.9576	-21.1886	-34.783	-42.7482	-100.251	-246.605	-59.9549	-0.945993	-2.84427	6.03656	15.1046	4.98818	-5.58046	26.7649	40.5486	-68.2689	-34.817	-45.5129	33.31	46.4385	-3.86563	0.453086	9.03004	-34.2141	-36.3035	-81.0479	-125.73	-143.163	-135.695	-54.5127	-21.1133	12.064	11.9121	32.9824	21.9358	-9.14459	-20.4652	-12.6403	1.65117	34.7756	30.1378	-13.3395	-5.8923	-3.85275	-19.8108	-27.8057	-20.3002	-12.5413	-5.17128	4.89518	9.81721	3.23424	0.748191	-3.09336	-4.13856	-3.035	-12.644	-14.3518	-32.4577	-39.8148	-33.9136	-80.3593	-65.1865	-24.4684	-15.2603	-17.4802	-13.4063	-19.7253	-12.9175	-5.98681	-4.75249	-12.1728	-5.41758	12.0213	14.8591	-12.5012	-2.51914	-14.8111	
75.0425	62.0885	64.7583	63.8209	75.48	75.6978	35.4381	9.16934	4.31029	2.77882	1.16116	-16.9354	-15.3718	-2.05942	-3.77451	-1.6225	-5.57579	-5.88438	-6.50074	-10.3144	-10.0745	-11.1119	-4.72843	-12.7582	-24.9528	-7.04027	17.1214	19.3468	8.27457	-4.64584	4.24257	4.54208	1.22703	-8.48276	-46.1141	-49.0137	-15.4424	-6.68003	-5.61293	2.40135	-6.35616	8.74348	-7.24677	6.67893	17.5093	5.33506	-24.1303	5.71222	31.7227	23.5919	3.5762	18.6491	27.9376	14.1056	0.618148	-15.9302	-86.2671	-121.632	-138.693	-100.645	67.4432	-77.3886	-89.7117	-107.897	-39.1898	83.8111	-70.4306	-66.7716	-1.32255	-11.2368	-71.2603	-101.275	-27.6168	37.6223	-37.0516	-144.806	-78.062	-103.511	41.9841	420.007	-11.1157	28.4729	-124.923	-62.5626	63.7256	44.6451	-81.1611	22.2274	19.6935	15.2883	-13.2147	-20.9751	-46.8015	-55.6363	-184.954	-201.155	2.27859	-22.1223	-6.44642	3.93051	14.2725	-0.104451	-8.70306	-14.8721	-33.2852	-83.5808	-69.909	-33.0086	41.6917	48.7878	-3.47214	10.8034	-17.9968	-65.5076	-63.3833	-150.247	-175.162	-147.033	-101.125	-59.9681	-18.2679	9.92613	17.8701	38.0179	23.5003	-15.3064	-22.4347	-12.3137	9.92007	34.305	12.7884	-16.394	-3.06878	-6.68071	-14.6279	-22.1508	-13.625	-6.7724	-3.27279	5.78657	14.0327	2.14659	-9.75935	-10.9481	-4.26862	-5.32498	-27.9313	-26.4903	-40.2699	-44.8367	-49.7252	-87.7483	-53.8488	-17.308	-15.3589	-9.24344	-15.7392	-16.4003	-10.4728	-5.57295	-8.3086	-11.1977	-2.71862	10.6298	5.9288	-0.505905	-5.16073	-26.0251	
69.5412	54.927	69.6977	73.444	98.0082	92.0646	30.3011	11.5979	9.52801	13.0597	3.65783	-16.0957	-13.5349	-6.02885	-4.37972	-2.66378	-4.55432	-9.54024	-5.0002	-2.80254	-14.8848	-14.3715	-7.05362	-15.8827	-25.6574	5.08125	34.3556	22.4955	1.58573	-6.21737	2.22734	-1.93415	-3.20389	-11.8226	-44.4102	-20.247	-3.08568	-1.53022	-2.16555	7.39399	6.41616	15.6987	14.7593	8.93681	21.6938	-7.29355	5.57892	18.9184	33.847	-5.24735	-17.9127	18.1582	18.3305	10.6993	1.93644	-53.9435	-152.211	-81.3292	-101.996	15.8821	80.65	121.561	-95.7204	97.7468	94.8273	65.1049	-51.5825	-24.6303	8.45275	-50.3221	-118.66	-82.5807	36.3419	4.88578	-67.546	-102.277	-159.778	47.9544	-128.564	57.0085	70.0883	1.34701	-184.956	24.749	140.001	-113.229	-55.5208	12.5371	34.7079	5.43992	-19.371	-48.9309	-60.0462	-129.937	-278.264	-64.7095	-5.54709	15.8698	20.837	8.69575	18.38	7.40416	-8.21361	-10.7836	-31.9677	-80.4659	-99.7521	-17.3693	62.5153	16.313	-18.9282	4.69291	-45.0633	-69.8516	-102.873	-163.414	-179.231	-171.568	-71.6653	-41.4302	-2.6878	8.74277	16.5315	40.1846	30.0331	-18.476	-22.5479	-8.23608	15.4097	20.1162	-0.440348	-13.7592	-0.477391	-6.6434	-12.2822	-15.7913	-12.7854	-5.42009	1.85494	11.1839	14.5597	2.91834	-8.11612	-13.2541	-6.43668	-17.9454	-34.5325	-31.1764	-51.3181	-48.6243	-60.4227	-82.6453	-36.7448	-13.0086	-8.85151	-3.8142	-11.8729	-11.2175	-9.10297	-8.00564	-13.3862	-4.95518	3.54534	6.37044	3.16038	3.70233	-13.0763	-28.4843	
57.0355	50.4273	72.384	82.0322	106.401	88.1224	29.6044	22.7526	17.9862	7.34979	1.70194	-13.7363	-10.4803	-7.98472	-1.84502	1.98782	-3.39666	-5.65565	-2.1624	-4.69223	-13.7398	-10.2586	-12.4956	-19.0818	-6.63997	21.7646	43.5551	18.1224	-6.10994	-6.42822	-0.122007	-7.99795	-2.53674	-18.4704	-44.3429	-8.6145	4.30539	0.300112	6.58555	16.1781	29.2764	11.8105	22.8858	6.60912	8.99758	-15.3564	16.119	31.8283	32.1198	-21.1622	-10.6038	19.7724	5.74909	5.61403	0.623739	-87.0029	-173.323	-53.5007	8.29821	42.4469	74.9039	94.6393	101.931	63.5698	49.8694	43.769	-1.30983	-20.3269	98.4185	75.4155	-141.356	-43.2784	27.5906	-10.3854	-119.146	-122.338	-152.615	-112.173	-154.29	-107.592	68.8318	-91.2062	-197.926	62.0347	104.703	-118.575	-37.6797	-11.9081	26.5776	-8.69487	-17.9654	-55.2322	-84.4406	-186.434	-209.223	-6.2576	-10.8976	-5.5799	24.1531	13.4688	5.59059	1.48699	-9.03498	-16.9643	-46.7389	-92.9608	-92.9461	14.4111	44.3575	-43.7146	-35.2698	-15.4376	-95.5697	-117.803	-186.961	-166.492	-167.786	-151.176	-52.2317	-33.1634	0.596614	2.67842	32.812	41.1814	31.4094	-23.2316	-22.7274	-5.59041	17.3267	12.555	-0.326173	-2.27555	2.2081	-10.6356	-21.143	-16.8183	-17.9776	-4.31347	3.93826	4.6703	1.69127	-4.99927	-14.2835	-14.4454	-13.0348	-31.7411	-41.6639	-34.0445	-62.0714	-55.7025	-66.6317	-73.2795	-18.6562	1.49685	-5.29932	-6.81851	-7.11505	-14.3838	-14.7617	-11.899	-17.2168	-2.32075	3.0167	9.01369	5.18951	-2.64057	-22.4681	-26.6702	
46.4778	51.0766	77.753	87.7082	108.678	73.8984	28.5085	27.2662	14.8136	4.47051	-5.97258	-11.6817	-5.37895	-0.467394	-9.72859	-4.85596	-1.7925	-4.00194	-2.31236	-5.87959	-8.79952	-4.81772	-24.9021	-29.3012	11.8448	28.6611	31.4244	13.4742	0.275284	4.18321	-2.73043	-6.44944	8.42842	-16.4466	-30.1152	-6.85156	1.87673	-8.54623	5.5371	22.5478	42.2239	8.73992	29.0951	21.5128	2.89669	10.8743	27.7316	52.8416	1.96076	-44.0389	9.786	13.2402	-18.781	5.17642	-11.3215	-117.344	-90.5192	4.21171	43.7727	50.2628	72.7735	75.3079	67.8111	50.3472	61.4206	42.7864	-32.5216	48.3821	54.5045	42.8127	-87.9421	20.6563	35.3845	-9.26728	-121.061	-96.338	-162.477	-145.758	-159.883	-53.6607	20.8213	-134.463	-172.855	111.348	104.223	-86.9852	24.666	-38.1972	10.1164	-18.7046	-23.2422	-32.748	-62.0556	-134.916	-41.2669	8.15827	-18.6755	-13.7702	-1.18058	12.0448	-13.5622	-23.1106	-26.0821	-37.125	-49.2056	-91.3809	-60.5283	20.1952	-21.7342	-68.5042	-27.3211	-50.3166	-139.778	-195.998	-243.68	-170.978	-158.428	-104.422	-40.4986	-25.6184	4.32751	8.43075	48.655	51.604	22.2703	-28.5458	-20.7069	-8.98253	18.1113	16.357	-3.98643	-3.19881	-2.32255	-12.3603	-25.7286	-20.1936	-21.3208	-7.82817	1.10757	2.2414	-7.51741	-10.068	-16.9443	-19.3268	-16.1804	-30.4319	-40.5868	-44.241	-66.4831	-54.0768	-61.9895	-43.2463	-4.55261	4.99715	-8.92223	-4.34669	-1.70344	-12.3713	-13.8862	-13.8096	-12.0565	-0.627227	1.25152	5.08762	-2.84774	-15.4038	-22.736	-18.5342	
54.3682	55.7126	83.863	101.318	99.6329	61.4158	30.8648	26.6155	10.3948	6.4417	-13.1034	-13.9097	-1.17456	-3.41279	-9.26064	-3.8753	-2.9567	-3.80508	-1.07811	-6.53504	-6.43627	-12.6058	-33.8122	-16.1708	35.3813	35.9076	22.1141	6.76938	5.69223	10.6784	-2.51875	-3.87247	8.08765	-8.32407	-7.70256	0.250849	5.90439	-6.5065	13.1914	19.2619	25.66	11.9287	39.9963	38.8859	9.65981	28.3085	45.2589	40.8292	-44.9321	-59.508	8.7313	1.8869	-21.7391	13.1927	-34.1427	-80.4215	-46.1634	51.9055	75.6066	64.6971	66.4627	73.4871	45.1956	69.5369	44.0176	-24.8849	-31.5222	53.4848	38.4195	31.0957	36.3412	8.36001	35.018	-22.8047	-77.9174	-51.7384	-170.217	-174.352	-141.15	-16.7391	-10.3116	-110.948	8.26276	98.0719	76.7042	-57.8733	-0.891705	-18.3462	1.97958	-48.7604	-34.4112	-37.1672	-46.8783	-40.4618	22.7195	-43.4299	-53.9727	-16.1378	-18.7577	7.21445	-14.1484	-22.0118	-26.9649	-39.0758	-61.3684	-82.9952	-25.1149	1.64586	-64.137	-98.4386	-25.439	-98.1337	-180.44	-236.755	-220.398	-144.074	-140.574	-86.252	-35.055	-5.75092	23.7377	29.9626	46.0224	44.6187	6.13187	-27.4719	-16.8126	-9.08005	11.4588	12.1593	-4.80102	-2.77767	-15.0841	-24.1907	-25.2649	-18.1318	-4.45787	-8.09606	-8.03718	0.673625	-8.06214	-12.7631	-21.6288	-26.7119	-16.7051	-28.2113	-34.7121	-46.7927	-57.958	-44.6339	-57.4046	-21.598	10.5477	1.05764	-15.0991	-11.8449	-9.8229	-11.341	-17.0062	-15.0966	-4.07973	-2.67894	-0.230931	-6.88066	-10.3905	-12.5874	-24.2111	-20.8578	
